,,,,VAR ETAT SYSTEME,,,VAR STATS,
HS,TYPE EVT TRAITE, ECHEANCIER, ETAT GUICHET(0=LIBRE/1=OCCUPE),NB CLIENT DANS LA QUEUE,QUEUE,NB CLIENTS RECUS, ATTENTE GLOBALE AVANT SERVICE
4323.6562,ArrCl,AccFA 4323.6562  |   ArrCl 4335.0566,1,3,,746,12571.998,
4323.6562,AccFA,,1,3,,746,12571.998,
4326.784,DepCl,AccSrv 4326.784,0,3,,746,12571.998,
4326.784,AccSrv,DepCl 4331.9443,0,4,,746,12581.411,
4331.9443,DepCl,AccSrv 4331.9443,0,3,,746,12581.411,
4331.9443,AccSrv,DepCl 4337.1045,0,3,,746,12594.067,
4335.0566,ArrCl,AccFA 4335.0566  |   ArrCl 4346.066,1,3,,747,12594.067,
4335.0566,AccFA,,1,2,,747,12594.067,
4337.1045,DepCl,AccSrv 4337.1045,0,2,,747,12594.067,
4337.1045,AccSrv,DepCl 4342.2646,0,3,,747,12610.391,
4342.2646,DepCl,AccSrv 4342.2646,0,2,,747,12610.391,
4342.2646,AccSrv,DepCl 4347.425,0,2,,747,12628.999,
4346.066,ArrCl,AccFA 4346.066  |   ArrCl 4346.1743,1,2,,748,12628.999,
4346.066,AccFA,,1,1,,748,12628.999,
4346.1743,ArrCl,AccFA 4346.1743  |   ArrCl 4355.034,1,1,,749,12628.999,
4346.1743,AccFA,,1,2,,749,12628.999,
4347.425,DepCl,AccSrv 4347.425,0,1,,749,12628.999,
4347.425,AccSrv,DepCl 4352.585,0,3,,749,12641.367,
4352.585,DepCl,AccSrv 4352.585,0,2,,749,12641.367,
4352.585,AccSrv,DepCl 4357.745,0,2,,749,12647.887,
4355.034,ArrCl,AccFA 4355.034  |   ArrCl 4365.5063,1,2,,750,12647.887,
4355.034,AccFA,,1,1,,750,12647.887,
4357.745,DepCl,AccSrv 4357.745,0,1,,750,12647.887,
4357.745,AccSrv,DepCl 4362.9053,0,2,,750,12659.457,
4362.9053,DepCl,AccSrv 4362.9053,0,1,,750,12659.457,
4362.9053,AccSrv,DepCl 4368.0654,0,1,,750,12667.328,
4365.5063,ArrCl,AccFA 4365.5063  |   ArrCl 4365.7207,1,1,,751,12667.328,
4365.5063,AccFA,,1,0,,751,12667.328,
4365.7207,ArrCl,AccFA 4365.7207  |   ArrCl 4370.4844,1,0,,752,12667.328,
4365.7207,AccFA,,1,1,,752,12667.328,
4368.0654,DepCl,AccSrv 4368.0654,0,0,,752,12667.328,
4368.0654,AccSrv,DepCl 4373.2256,0,2,,752,12669.887,
4370.4844,ArrCl,AccFA 4370.4844  |   ArrCl 4376.8257,1,1,,753,12669.887,
4370.4844,AccFA,,1,1,,753,12669.887,
4373.2256,DepCl,AccSrv 4373.2256,0,1,,753,12669.887,
4373.2256,AccSrv,DepCl 4378.3857,0,2,,753,12677.392,
4376.8257,ArrCl,AccFA 4376.8257  |   ArrCl 4386.4067,1,1,,754,12677.392,
4376.8257,AccFA,,1,1,,754,12677.392,
4378.3857,DepCl,AccSrv 4378.3857,0,1,,754,12677.392,
4378.3857,AccSrv,DepCl 4383.546,0,2,,754,12685.293,
4383.546,DepCl,AccSrv 4383.546,0,1,,754,12685.293,
4383.546,AccSrv,DepCl 4388.706,0,1,,754,12692.014,
4386.4067,ArrCl,AccFA 4386.4067  |   ArrCl 4396.702,1,1,,755,12692.014,
4386.4067,AccFA,,1,0,,755,12692.014,
4388.706,DepCl,AccSrv 4388.706,0,0,,755,12692.014,
4388.706,AccSrv,DepCl 4393.866,0,1,,755,12694.3125,
4393.866,DepCl,,0,0,,755,12694.3125,
4396.702,ArrCl,AccFA 4396.702  |   ArrCl 4405.8394,1,0,,756,12694.3125,
4396.702,AccFA,AccSrv 4396.702,0,0,,756,12694.3125,
4396.702,AccSrv,DepCl 4401.8623,1,1,,756,12694.3125,
4401.8623,DepCl,,0,0,,756,12694.3125,
4405.8394,ArrCl,AccFA 4405.8394  |   ArrCl 4410.6753,0,0,,757,12694.3125,
4405.8394,AccFA,AccSrv 4405.8394,0,0,,757,12694.3125,
4405.8394,AccSrv,DepCl 4410.9995,1,1,,757,12694.3125,
4410.6753,ArrCl,AccFA 4410.6753  |   ArrCl 4416.2915,0,0,,758,12694.3125,
4410.6753,AccFA,,1,0,,758,12694.3125,
4410.9995,DepCl,AccSrv 4410.9995,0,0,,758,12694.3125,
4410.9995,AccSrv,DepCl 4416.1597,0,1,,758,12694.637,
4416.1597,DepCl,,0,0,,758,12694.637,
4416.2915,ArrCl,AccFA 4416.2915  |   ArrCl 4427.0806,1,0,,759,12694.637,
4416.2915,AccFA,AccSrv 4416.2915,0,0,,759,12694.637,
4416.2915,AccSrv,DepCl 4421.4517,1,1,,759,12694.637,
4421.4517,DepCl,,0,0,,759,12694.637,
4427.0806,ArrCl,AccFA 4427.0806  |   ArrCl 4434.249,0,0,,760,12694.637,
4427.0806,AccFA,AccSrv 4427.0806,0,0,,760,12694.637,
4427.0806,AccSrv,DepCl 4432.2407,1,1,,760,12694.637,
4432.2407,DepCl,,0,0,,760,12694.637,
4434.249,ArrCl,AccFA 4434.249  |   ArrCl 4437.063,0,0,,761,12694.637,
4434.249,AccFA,AccSrv 4434.249,0,0,,761,12694.637,
4434.249,AccSrv,DepCl 4439.409,1,1,,761,12694.637,
4437.063,ArrCl,AccFA 4437.063  |   ArrCl 4438.1313,0,0,,762,12694.637,
4437.063,AccFA,,1,0,,762,12694.637,
4438.1313,ArrCl,AccFA 4438.1313  |   ArrCl 4438.4116,1,0,,763,12694.637,
4438.1313,AccFA,,1,1,,763,12694.637,
4438.4116,ArrCl,AccFA 4438.4116  |   ArrCl 4443.021,1,1,,764,12694.637,
4438.4116,AccFA,,1,2,,764,12694.637,
4439.409,DepCl,AccSrv 4439.409,0,0,,764,12694.637,
4439.409,AccSrv,DepCl 4444.5693,0,3,,764,12696.982,
4443.021,ArrCl,AccFA 4443.021  |   ArrCl 4447.219,1,2,,765,12696.982,
4443.021,AccFA,,1,2,,765,12696.982,
4444.5693,DepCl,AccSrv 4444.5693,0,2,,765,12696.982,
4444.5693,AccSrv,DepCl 4449.7295,0,3,,765,12703.42,
4447.219,ArrCl,AccFA 4447.219  |   ArrCl 4448.1973,1,2,,766,12703.42,
4447.219,AccFA,,1,2,,766,12703.42,
4448.1973,ArrCl,AccFA 4448.1973  |   ArrCl 4449.0376,1,2,,767,12703.42,
4448.1973,AccFA,,1,3,,767,12703.42,
4449.0376,ArrCl,AccFA 4449.0376  |   ArrCl 4454.78,1,3,,768,12703.42,
4449.0376,AccFA,,1,4,,768,12703.42,
4449.7295,DepCl,AccSrv 4449.7295,0,2,,768,12703.42,
4449.7295,AccSrv,DepCl 4454.8896,0,5,,768,12714.738,
4454.78,ArrCl,AccFA 4454.78  |   ArrCl 4455.9663,1,4,,769,12714.738,
4454.78,AccFA,,1,4,,769,12714.738,
4454.8896,DepCl,AccSrv 4454.8896,0,4,,769,12714.738,
4454.8896,AccSrv,DepCl 4460.05,0,5,,769,12726.607,
4455.9663,ArrCl,AccFA 4455.9663  |   ArrCl 4462.2856,1,4,,770,12726.607,
4455.9663,AccFA,,1,4,,770,12726.607,
4460.05,DepCl,AccSrv 4460.05,0,4,,770,12726.607,
4460.05,AccSrv,DepCl 4465.21,0,5,,770,12739.4375,
4462.2856,ArrCl,AccFA 4462.2856  |   ArrCl 4465.96,1,4,,771,12739.4375,
4462.2856,AccFA,,1,4,,771,12739.4375,
4465.21,DepCl,AccSrv 4465.21,0,4,,771,12739.4375,
4465.21,AccSrv,DepCl 4470.37,0,5,,771,12756.45,
4465.96,ArrCl,AccFA 4465.96  |   ArrCl 4471.3755,1,4,,772,12756.45,
4465.96,AccFA,,1,4,,772,12756.45,
4470.37,DepCl,AccSrv 4470.37,0,4,,772,12756.45,
4470.37,AccSrv,DepCl 4475.5303,0,5,,772,12777.783,
4471.3755,ArrCl,AccFA 4471.3755  |   ArrCl 4477.8975,1,4,,773,12777.783,
4471.3755,AccFA,,1,4,,773,12777.783,
4475.5303,DepCl,AccSrv 4475.5303,0,4,,773,12777.783,
4475.5303,AccSrv,DepCl 4480.6904,0,5,,773,12798.533,
4477.8975,ArrCl,AccFA 4477.8975  |   ArrCl 4479.3228,1,4,,774,12798.533,
4477.8975,AccFA,,1,4,,774,12798.533,
4479.3228,ArrCl,AccFA 4479.3228  |   ArrCl 4484.7266,1,4,,775,12798.533,
4479.3228,AccFA,,1,5,,775,12798.533,
4480.6904,DepCl,AccSrv 4480.6904,0,4,,775,12798.533,
4480.6904,AccSrv,DepCl 4485.8506,0,6,,775,12823.258,
4484.7266,ArrCl,AccFA 4484.7266  |   ArrCl 4486.189,1,5,,776,12823.258,
4484.7266,AccFA,,1,5,,776,12823.258,
4485.8506,DepCl,AccSrv 4485.8506,0,5,,776,12823.258,
4485.8506,AccSrv,DepCl 4491.0107,0,6,,776,12846.822,
4486.189,ArrCl,AccFA 4486.189  |   ArrCl 4505.9917,1,5,,777,12846.822,
4486.189,AccFA,,1,5,,777,12846.822,
4491.0107,DepCl,AccSrv 4491.0107,0,5,,777,12846.822,
4491.0107,AccSrv,DepCl 4496.171,0,6,,777,12871.873,
4496.171,DepCl,AccSrv 4496.171,0,5,,777,12871.873,
4496.171,AccSrv,DepCl 4501.331,0,5,,777,12896.668,
4501.331,DepCl,AccSrv 4501.331,0,4,,777,12896.668,
4501.331,AccSrv,DepCl 4506.491,0,4,,777,12920.102,
4505.9917,ArrCl,AccFA 4505.9917  |   ArrCl 4511.0225,1,5,,778,12920.102,
4505.9917,AccFA,,1,3,,778,12920.102,
4506.491,DepCl,AccSrv 4506.491,0,3,,778,12920.102,
4506.491,AccSrv,DepCl 4511.6514,0,4,,778,12947.27,
4511.0225,ArrCl,AccFA 4511.0225  |   ArrCl 4516.6626,1,3,,779,12947.27,
4511.0225,AccFA,,1,3,,779,12947.27,
4511.6514,DepCl,AccSrv 4511.6514,0,3,,779,12947.27,
4511.6514,AccSrv,DepCl 4516.8115,0,4,,779,12974.194,
4516.6626,ArrCl,AccFA 4516.6626  |   ArrCl 4519.851,1,3,,780,12974.194,
4516.6626,AccFA,,1,3,,780,12974.194,
4516.8115,DepCl,AccSrv 4516.8115,0,3,,780,12974.194,
4516.8115,AccSrv,DepCl 4521.9717,0,4,,780,13004.816,
4519.851,ArrCl,AccFA 4519.851  |   ArrCl 4529.2114,1,3,,781,13004.816,
4519.851,AccFA,,1,3,,781,13004.816,
4521.9717,DepCl,AccSrv 4521.9717,0,3,,781,13004.816,
4521.9717,AccSrv,DepCl 4527.132,0,4,,781,13020.797,
4527.132,DepCl,AccSrv 4527.132,0,3,,781,13020.797,
4527.132,AccSrv,DepCl 4532.292,0,3,,781,13036.906,
4529.2114,ArrCl,AccFA 4529.2114  |   ArrCl 4530.263,1,3,,782,13036.906,
4529.2114,AccFA,,1,2,,782,13036.906,
4530.263,ArrCl,AccFA 4530.263  |   ArrCl 4531.4814,1,2,,783,13036.906,
4530.263,AccFA,,1,3,,783,13036.906,
4531.4814,ArrCl,AccFA 4531.4814  |   ArrCl 4537.423,1,3,,784,13036.906,
4531.4814,AccFA,,1,4,,784,13036.906,
4532.292,DepCl,AccSrv 4532.292,0,2,,784,13036.906,
4532.292,AccSrv,DepCl 4537.452,0,5,,784,13052.535,
4537.423,ArrCl,AccFA 4537.423  |   ArrCl 4552.6743,1,4,,785,13052.535,
4537.423,AccFA,,1,4,,785,13052.535,
4537.452,DepCl,AccSrv 4537.452,0,4,,785,13052.535,
4537.452,AccSrv,DepCl 4542.6123,0,5,,785,13070.137,
4542.6123,DepCl,AccSrv 4542.6123,0,4,,785,13070.137,
4542.6123,AccSrv,DepCl 4547.7725,0,4,,785,13083.537,
4547.7725,DepCl,AccSrv 4547.7725,0,3,,785,13083.537,
4547.7725,AccSrv,DepCl 4552.9326,0,3,,785,13101.047,
4552.6743,ArrCl,AccFA 4552.6743  |   ArrCl 4552.99,1,4,,786,13101.047,
4552.6743,AccFA,,1,2,,786,13101.047,
4552.9326,DepCl,AccSrv 4552.9326,0,2,,786,13101.047,
4552.9326,AccSrv,DepCl 4558.093,0,3,,786,13122.498,
4552.99,ArrCl,AccFA 4552.99  |   ArrCl 4575.5312,1,2,,787,13122.498,
4552.99,AccFA,,1,2,,787,13122.498,
4558.093,DepCl,AccSrv 4558.093,0,2,,787,13122.498,
4558.093,AccSrv,DepCl 4563.253,0,3,,787,13143.168,
4563.253,DepCl,AccSrv 4563.253,0,2,,787,13143.168,
4563.253,AccSrv,DepCl 4568.413,0,2,,787,13153.746,
4568.413,DepCl,AccSrv 4568.413,0,1,,787,13153.746,
4568.413,AccSrv,DepCl 4573.573,0,1,,787,13169.169,
4573.573,DepCl,,0,0,,787,13169.169,
4575.5312,ArrCl,AccFA 4575.5312  |   ArrCl 4584.2954,1,2,,788,13169.169,
4575.5312,AccFA,AccSrv 4575.5312,0,0,,788,13169.169,
4575.5312,AccSrv,DepCl 4580.6914,1,1,,788,13169.169,
4580.6914,DepCl,,0,0,,788,13169.169,
4584.2954,ArrCl,AccFA 4584.2954  |   ArrCl 4593.2085,0,0,,789,13169.169,
4584.2954,AccFA,AccSrv 4584.2954,0,0,,789,13169.169,
4584.2954,AccSrv,DepCl 4589.4556,1,1,,789,13169.169,
4589.4556,DepCl,,0,0,,789,13169.169,
4593.2085,ArrCl,AccFA 4593.2085  |   ArrCl 4599.1924,0,0,,790,13169.169,
4593.2085,AccFA,AccSrv 4593.2085,0,0,,790,13169.169,
4593.2085,AccSrv,DepCl 4598.3687,1,1,,790,13169.169,
4598.3687,DepCl,,0,0,,790,13169.169,
4599.1924,ArrCl,AccFA 4599.1924  |   ArrCl 4599.66,0,0,,791,13169.169,
4599.1924,AccFA,AccSrv 4599.1924,0,0,,791,13169.169,
4599.1924,AccSrv,DepCl 4604.3525,1,1,,791,13169.169,
4599.66,ArrCl,AccFA 4599.66  |   ArrCl 4601.344,0,0,,792,13169.169,
4599.66,AccFA,,1,0,,792,13169.169,
4601.344,ArrCl,AccFA 4601.344  |   ArrCl 4605.3774,1,0,,793,13169.169,
4601.344,AccFA,,1,1,,793,13169.169,
4604.3525,DepCl,AccSrv 4604.3525,0,0,,793,13169.169,
4604.3525,AccSrv,DepCl 4609.5127,0,2,,793,13173.861,
4605.3774,ArrCl,AccFA 4605.3774  |   ArrCl 4612.1313,1,1,,794,13173.861,
4605.3774,AccFA,,1,1,,794,13173.861,
4609.5127,DepCl,AccSrv 4609.5127,0,1,,794,13173.861,
4609.5127,AccSrv,DepCl 4614.673,0,2,,794,13182.029,
4612.1313,ArrCl,AccFA 4612.1313  |   ArrCl 4623.4307,1,1,,795,13182.029,
4612.1313,AccFA,,1,1,,795,13182.029,
4614.673,DepCl,AccSrv 4614.673,0,1,,795,13182.029,
4614.673,AccSrv,DepCl 4619.833,0,2,,795,13191.324,
4619.833,DepCl,AccSrv 4619.833,0,1,,795,13191.324,
4619.833,AccSrv,DepCl 4624.993,0,1,,795,13199.025,
4623.4307,ArrCl,AccFA 4623.4307  |   ArrCl 4627.9414,1,1,,796,13199.025,
4623.4307,AccFA,,1,0,,796,13199.025,
4624.993,DepCl,AccSrv 4624.993,0,0,,796,13199.025,
4624.993,AccSrv,DepCl 4630.1533,0,1,,796,13200.588,
4627.9414,ArrCl,AccFA 4627.9414  |   ArrCl 4633.58,1,0,,797,13200.588,
4627.9414,AccFA,,1,0,,797,13200.588,
4630.1533,DepCl,AccSrv 4630.1533,0,0,,797,13200.588,
4630.1533,AccSrv,DepCl 4635.3135,0,1,,797,13202.8,
4633.58,ArrCl,AccFA 4633.58  |   ArrCl 4644.6816,1,0,,798,13202.8,
4633.58,AccFA,,1,0,,798,13202.8,
4635.3135,DepCl,AccSrv 4635.3135,0,0,,798,13202.8,
4635.3135,AccSrv,DepCl 4640.4736,0,1,,798,13204.533,
4640.4736,DepCl,,0,0,,798,13204.533,
4644.6816,ArrCl,AccFA 4644.6816  |   ArrCl 4646.866,1,0,,799,13204.533,
4644.6816,AccFA,AccSrv 4644.6816,0,0,,799,13204.533,
4644.6816,AccSrv,DepCl 4649.842,1,1,,799,13204.533,
4646.866,ArrCl,AccFA 4646.866  |   ArrCl 4651.0825,0,0,,800,13204.533,
4646.866,AccFA,,1,0,,800,13204.533,
4649.842,DepCl,AccSrv 4649.842,0,0,,800,13204.533,
4649.842,AccSrv,DepCl 4655.002,0,1,,800,13207.509,
4651.0825,ArrCl,AccFA 4651.0825  |   ArrCl 4652.6855,1,0,,801,13207.509,
4651.0825,AccFA,,1,0,,801,13207.509,
4652.6855,ArrCl,AccFA 4652.6855  |   ArrCl 4657.142,1,0,,802,13207.509,
4652.6855,AccFA,,1,1,,802,13207.509,
4655.002,DepCl,AccSrv 4655.002,0,0,,802,13207.509,
4655.002,AccSrv,DepCl 4660.162,0,2,,802,13211.428,
4657.142,ArrCl,AccFA 4657.142  |   ArrCl 4662.234,1,1,,803,13211.428,
4657.142,AccFA,,1,1,,803,13211.428,
4660.162,DepCl,AccSrv 4660.162,0,1,,803,13211.428,
4660.162,AccSrv,DepCl 4665.3223,0,2,,803,13218.904,
4662.234,ArrCl,AccFA 4662.234  |   ArrCl 4679.814,1,1,,804,13218.904,
4662.234,AccFA,,1,1,,804,13218.904,
4665.3223,DepCl,AccSrv 4665.3223,0,1,,804,13218.904,
4665.3223,AccSrv,DepCl 4670.4824,0,2,,804,13227.084,
4670.4824,DepCl,AccSrv 4670.4824,0,1,,804,13227.084,
4670.4824,AccSrv,DepCl 4675.6426,0,1,,804,13235.332,
4675.6426,DepCl,,0,0,,804,13235.332,
4679.814,ArrCl,AccFA 4679.814  |   ArrCl 4688.4844,1,1,,805,13235.332,
4679.814,AccFA,AccSrv 4679.814,0,0,,805,13235.332,
4679.814,AccSrv,DepCl 4684.974,1,1,,805,13235.332,
4684.974,DepCl,,0,0,,805,13235.332,
4688.4844,ArrCl,AccFA 4688.4844  |   ArrCl 4706.3228,0,0,,806,13235.332,
4688.4844,AccFA,AccSrv 4688.4844,0,0,,806,13235.332,
4688.4844,AccSrv,DepCl 4693.6445,1,1,,806,13235.332,
4693.6445,DepCl,,0,0,,806,13235.332,
4706.3228,ArrCl,AccFA 4706.3228  |   ArrCl 4707.636,0,0,,807,13235.332,
4706.3228,AccFA,AccSrv 4706.3228,0,0,,807,13235.332,
4706.3228,AccSrv,DepCl 4711.483,1,1,,807,13235.332,
4707.636,ArrCl,AccFA 4707.636  |   ArrCl 4709.5044,0,0,,808,13235.332,
4707.636,AccFA,,1,0,,808,13235.332,
4709.5044,ArrCl,AccFA 4709.5044  |   ArrCl 4709.5234,1,0,,809,13235.332,
4709.5044,AccFA,,1,1,,809,13235.332,
4709.5234,ArrCl,AccFA 4709.5234  |   ArrCl 4714.326,1,1,,810,13235.332,
4709.5234,AccFA,,1,2,,810,13235.332,
4711.483,DepCl,AccSrv 4711.483,0,0,,810,13235.332,
4711.483,AccSrv,DepCl 4716.643,0,3,,810,13239.179,
4714.326,ArrCl,AccFA 4714.326  |   ArrCl 4717.302,1,2,,811,13239.179,
4714.326,AccFA,,1,2,,811,13239.179,
4716.643,DepCl,AccSrv 4716.643,0,2,,811,13239.179,
4716.643,AccSrv,DepCl 4721.803,0,3,,811,13246.317,
4717.302,ArrCl,AccFA 4717.302  |   ArrCl 4719.4634,1,2,,812,13246.317,
4717.302,AccFA,,1,2,,812,13246.317,
4719.4634,ArrCl,AccFA 4719.4634  |   ArrCl 4720.877,1,2,,813,13246.317,
4719.4634,AccFA,,1,3,,813,13246.317,
4720.877,ArrCl,AccFA 4720.877  |   ArrCl 4720.9746,1,3,,814,13246.317,
4720.877,AccFA,,1,4,,814,13246.317,
4720.9746,ArrCl,AccFA 4720.9746  |   ArrCl 4721.8804,1,4,,815,13246.317,
4720.9746,AccFA,,1,5,,815,13246.317,
4721.803,DepCl,AccSrv 4721.803,0,2,,815,13246.317,
4721.803,AccSrv,DepCl 4726.9634,0,6,,815,13258.598,
4721.8804,ArrCl,AccFA 4721.8804  |   ArrCl 4724.3984,1,5,,816,13258.598,
4721.8804,AccFA,,1,5,,816,13258.598,
4724.3984,ArrCl,AccFA 4724.3984  |   ArrCl 4742.07,1,5,,817,13258.598,
4724.3984,AccFA,,1,6,,817,13258.598,
4726.9634,DepCl,AccSrv 4726.9634,0,5,,817,13258.598,
4726.9634,AccSrv,DepCl 4732.1235,0,7,,817,13271.234,
4732.1235,DepCl,AccSrv 4732.1235,0,6,,817,13271.234,
4732.1235,AccSrv,DepCl 4737.2837,0,6,,817,13286.057,
4737.2837,DepCl,AccSrv 4737.2837,0,5,,817,13286.057,
4737.2837,AccSrv,DepCl 4742.444,0,5,,817,13303.877,
4742.07,ArrCl,AccFA 4742.07  |   ArrCl 4743.433,1,6,,818,13303.877,
4742.07,AccFA,,1,4,,818,13303.877,
4742.444,DepCl,AccSrv 4742.444,0,4,,818,13303.877,
4742.444,AccSrv,DepCl 4747.604,0,5,,818,13325.443,
4743.433,ArrCl,AccFA 4743.433  |   ArrCl 4745.1704,1,4,,819,13325.443,
4743.433,AccFA,,1,4,,819,13325.443,
4745.1704,ArrCl,AccFA 4745.1704  |   ArrCl 4770.8525,1,4,,820,13325.443,
4745.1704,AccFA,,1,5,,820,13325.443,
4747.604,DepCl,AccSrv 4747.604,0,4,,820,13325.443,
4747.604,AccSrv,DepCl 4752.764,0,6,,820,13352.072,
4752.764,DepCl,AccSrv 4752.764,0,5,,820,13352.072,
4752.764,AccSrv,DepCl 4757.9243,0,5,,820,13382.956,
4757.9243,DepCl,AccSrv 4757.9243,0,4,,820,13382.956,
4757.9243,AccSrv,DepCl 4763.0845,0,4,,820,13416.482,
4763.0845,DepCl,AccSrv 4763.0845,0,3,,820,13416.482,
4763.0845,AccSrv,DepCl 4768.2446,0,3,,820,13437.497,
4768.2446,DepCl,AccSrv 4768.2446,0,2,,820,13437.497,
4768.2446,AccSrv,DepCl 4773.405,0,2,,820,13462.309,
4770.8525,ArrCl,AccFA 4770.8525  |   ArrCl 4777.1606,1,5,,821,13462.309,
4770.8525,AccFA,,1,1,,821,13462.309,
4773.405,DepCl,AccSrv 4773.405,0,1,,821,13462.309,
4773.405,AccSrv,DepCl 4778.565,0,2,,821,13490.543,
4777.1606,ArrCl,AccFA 4777.1606  |   ArrCl 4778.5693,1,1,,822,13490.543,
4777.1606,AccFA,,1,1,,822,13490.543,
4778.565,DepCl,AccSrv 4778.565,0,1,,822,13490.543,
4778.565,AccSrv,DepCl 4783.725,0,2,,822,13498.256,
4778.5693,ArrCl,AccFA 4778.5693  |   ArrCl 4782.88,1,1,,823,13498.256,
4778.5693,AccFA,,1,1,,823,13498.256,
4782.88,ArrCl,AccFA 4782.88  |   ArrCl 4786.8994,1,1,,824,13498.256,
4782.88,AccFA,,1,2,,824,13498.256,
4783.725,DepCl,AccSrv 4783.725,0,1,,824,13498.256,
4783.725,AccSrv,DepCl 4788.8853,0,3,,824,13504.82,
4786.8994,ArrCl,AccFA 4786.8994  |   ArrCl 4787.027,1,2,,825,13504.82,
4786.8994,AccFA,,1,2,,825,13504.82,
4787.027,ArrCl,AccFA 4787.027  |   ArrCl 4790.365,1,2,,826,13504.82,
4787.027,AccFA,,1,3,,826,13504.82,
4788.8853,DepCl,AccSrv 4788.8853,0,2,,826,13504.82,
4788.8853,AccSrv,DepCl 4794.0454,0,4,,826,13515.137,
4790.365,ArrCl,AccFA 4790.365  |   ArrCl 4794.016,1,3,,827,13515.137,
4790.365,AccFA,,1,3,,827,13515.137,
4794.016,ArrCl,AccFA 4794.016  |   ArrCl 4796.608,1,3,,828,13515.137,
4794.016,AccFA,,1,4,,828,13515.137,
4794.0454,DepCl,AccSrv 4794.0454,0,3,,828,13515.137,
4794.0454,AccSrv,DepCl 4799.2056,0,5,,828,13526.303,
4796.608,ArrCl,AccFA 4796.608  |   ArrCl 4800.566,1,4,,829,13526.303,
4796.608,AccFA,,1,4,,829,13526.303,
4799.2056,DepCl,AccSrv 4799.2056,0,4,,829,13526.303,
4799.2056,AccSrv,DepCl 4804.3657,0,5,,829,13538.609,
4800.566,ArrCl,AccFA 4800.566  |   ArrCl 4803.281,1,4,,830,13538.609,
4800.566,AccFA,,1,4,,830,13538.609,
4803.281,ArrCl,AccFA 4803.281  |   ArrCl 4810.9165,1,4,,831,13538.609,
4803.281,AccFA,,1,5,,831,13538.609,
4804.3657,DepCl,AccSrv 4804.3657,0,4,,831,13538.609,
4804.3657,AccSrv,DepCl 4809.526,0,6,,831,13555.948,
4809.526,DepCl,AccSrv 4809.526,0,5,,831,13555.948,
4809.526,AccSrv,DepCl 4814.686,0,5,,831,13575.109,
4810.9165,ArrCl,AccFA 4810.9165  |   ArrCl 4815.061,1,5,,832,13575.109,
4810.9165,AccFA,,1,4,,832,13575.109,
4814.686,DepCl,AccSrv 4814.686,0,4,,832,13575.109,
4814.686,AccSrv,DepCl 4819.846,0,5,,832,13595.779,
4815.061,ArrCl,AccFA 4815.061  |   ArrCl 4816.912,1,4,,833,13595.779,
4815.061,AccFA,,1,4,,833,13595.779,
4816.912,ArrCl,AccFA 4816.912  |   ArrCl 4817.8906,1,4,,834,13595.779,
4816.912,AccFA,,1,5,,834,13595.779,
4817.8906,ArrCl,AccFA 4817.8906  |   ArrCl 4822.0664,1,5,,835,13595.779,
4817.8906,AccFA,,1,6,,835,13595.779,
4819.846,DepCl,AccSrv 4819.846,0,4,,835,13595.779,
4819.846,AccSrv,DepCl 4825.0063,0,7,,835,13619.018,
4822.0664,ArrCl,AccFA 4822.0664  |   ArrCl 4823.2456,1,6,,836,13619.018,
4822.0664,AccFA,,1,6,,836,13619.018,
4823.2456,ArrCl,AccFA 4823.2456  |   ArrCl 4823.415,1,6,,837,13619.018,
4823.2456,AccFA,,1,7,,837,13619.018,
4823.415,ArrCl,AccFA 4823.415  |   ArrCl 4828.7603,1,7,,838,13619.018,
4823.415,AccFA,,1,8,,838,13619.018,
4825.0063,DepCl,AccSrv 4825.0063,0,6,,838,13619.018,
4825.0063,AccSrv,DepCl 4830.1665,0,9,,838,13643.458,
4828.7603,ArrCl,AccFA 4828.7603  |   ArrCl 4837.8755,1,8,,839,13643.458,
4828.7603,AccFA,,1,8,,839,13643.458,
4830.1665,DepCl,AccSrv 4830.1665,0,8,,839,13643.458,
4830.1665,AccSrv,DepCl 4835.3267,0,9,,839,13670.344,
4835.3267,DepCl,AccSrv 4835.3267,0,8,,839,13670.344,
4835.3267,AccSrv,DepCl 4840.487,0,8,,839,13694.754,
4837.8755,ArrCl,AccFA 4837.8755  |   ArrCl 4838.2236,1,8,,840,13694.754,
4837.8755,AccFA,,1,7,,840,13694.754,
4838.2236,ArrCl,AccFA 4838.2236  |   ArrCl 4841.8086,1,7,,841,13694.754,
4838.2236,AccFA,,1,8,,841,13694.754,
4840.487,DepCl,AccSrv 4840.487,0,7,,841,13694.754,
4840.487,AccSrv,DepCl 4845.647,0,9,,841,13720.18,
4841.8086,ArrCl,AccFA 4841.8086  |   ArrCl 4843.5625,1,8,,842,13720.18,
4841.8086,AccFA,,1,8,,842,13720.18,
4843.5625,ArrCl,AccFA 4843.5625  |   ArrCl 4847.488,1,8,,843,13720.18,
4843.5625,AccFA,,1,9,,843,13720.18,
4845.647,DepCl,AccSrv 4845.647,0,8,,843,13720.18,
4845.647,AccSrv,DepCl 4850.807,0,10,,843,13748.914,
4847.488,ArrCl,AccFA 4847.488  |   ArrCl 4860.65,1,9,,844,13748.914,
4847.488,AccFA,,1,9,,844,13748.914,
4850.807,DepCl,AccSrv 4850.807,0,9,,844,13748.914,
4850.807,AccSrv,DepCl 4855.9673,0,10,,844,13781.83,
4855.9673,DepCl,AccSrv 4855.9673,0,9,,844,13781.83,
