,,,,VAR ETAT SYSTEME,,,VAR STATS,
HS,TYPE EVT TRAITE, ECHEANCIER, ETAT GUICHET(0=LIBRE/1=OCCUPE),NB CLIENT DANS LA QUEUE,QUEUE,NB CLIENTS RECUS, ATTENTE GLOBALE AVANT SERVICE
3811.7773,DepCl,AccSrv 3811.7773,0,5,,650,11087.293,
3811.7773,AccSrv,DepCl 3816.9373,0,5,,650,11117.802,
3812.5427,ArrCl,AccFA 3812.5427  |   ArrCl 3818.4836,1,8,,651,11117.802,
3812.5427,AccFA,,1,4,,651,11117.802,
3816.9373,DepCl,AccSrv 3816.9373,0,4,,651,11117.802,
3816.9373,AccSrv,DepCl 3822.0972,0,5,,651,11152.498,
3818.4836,ArrCl,AccFA 3818.4836  |   ArrCl 3820.6675,1,4,,652,11152.498,
3818.4836,AccFA,,1,4,,652,11152.498,
3820.6675,ArrCl,AccFA 3820.6675  |   ArrCl 3830.869,1,4,,653,11152.498,
3820.6675,AccFA,,1,5,,653,11152.498,
3822.0972,DepCl,AccSrv 3822.0972,0,4,,653,11152.498,
3822.0972,AccSrv,DepCl 3827.257,0,6,,653,11190.583,
3827.257,DepCl,AccSrv 3827.257,0,5,,653,11190.583,
3827.257,AccSrv,DepCl 3832.417,0,5,,653,11230.231,
3830.869,ArrCl,AccFA 3830.869  |   ArrCl 3832.3525,1,5,,654,11230.231,
3830.869,AccFA,,1,4,,654,11230.231,
3832.3525,ArrCl,AccFA 3832.3525  |   ArrCl 3832.6843,1,4,,655,11230.231,
3832.3525,AccFA,,1,5,,655,11230.231,
3832.417,DepCl,AccSrv 3832.417,0,4,,655,11230.231,
3832.417,AccSrv,DepCl 3837.577,0,6,,655,11273.375,
3832.6843,ArrCl,AccFA 3832.6843  |   ArrCl 3834.7397,1,5,,656,11273.375,
3832.6843,AccFA,,1,5,,656,11273.375,
3834.7397,ArrCl,AccFA 3834.7397  |   ArrCl 3842.8252,1,5,,657,11273.375,
3834.7397,AccFA,,1,6,,657,11273.375,
3837.577,DepCl,AccSrv 3837.577,0,5,,657,11273.375,
3837.577,AccSrv,DepCl 3842.7368,0,7,,657,11298.409,
3842.7368,DepCl,AccSrv 3842.7368,0,6,,657,11298.409,
3842.7368,AccSrv,DepCl 3847.8967,0,6,,657,11322.662,
3842.8252,ArrCl,AccFA 3842.8252  |   ArrCl 3845.8076,1,6,,658,11322.662,
3842.8252,AccFA,,1,5,,658,11322.662,
3845.8076,ArrCl,AccFA 3845.8076  |   ArrCl 3847.5176,1,5,,659,11322.662,
3845.8076,AccFA,,1,6,,659,11322.662,
3847.5176,ArrCl,AccFA 3847.5176  |   ArrCl 3853.2068,1,6,,660,11322.662,
3847.5176,AccFA,,1,7,,660,11322.662,
3847.8967,DepCl,AccSrv 3847.8967,0,5,,660,11322.662,
3847.8967,AccSrv,DepCl 3853.0566,0,8,,660,11349.892,
3853.0566,DepCl,AccSrv 3853.0566,0,7,,660,11349.892,
3853.0566,AccSrv,DepCl 3858.2166,0,7,,660,11372.079,
3853.2068,ArrCl,AccFA 3853.2068  |   ArrCl 3861.6953,1,7,,661,11372.079,
3853.2068,AccFA,,1,6,,661,11372.079,
3858.2166,DepCl,AccSrv 3858.2166,0,6,,661,11372.079,
3858.2166,AccSrv,DepCl 3863.3765,0,7,,661,11397.943,
3861.6953,ArrCl,AccFA 3861.6953  |   ArrCl 3880.242,1,6,,662,11397.943,
3861.6953,AccFA,,1,6,,662,11397.943,
3863.3765,DepCl,AccSrv 3863.3765,0,6,,662,11397.943,
3863.3765,AccSrv,DepCl 3868.5364,0,7,,662,11428.636,
3868.5364,DepCl,AccSrv 3868.5364,0,6,,662,11428.636,
3868.5364,AccSrv,DepCl 3873.6963,0,6,,662,11462.433,
3873.6963,DepCl,AccSrv 3873.6963,0,5,,662,11462.433,
3873.6963,AccSrv,DepCl 3878.8562,0,5,,662,11493.304,
3878.8562,DepCl,AccSrv 3878.8562,0,4,,662,11493.304,
3878.8562,AccSrv,DepCl 3884.016,0,4,,662,11526.353,
3880.242,ArrCl,AccFA 3880.242  |   ArrCl 3881.385,1,6,,663,11526.353,
3880.242,AccFA,,1,3,,663,11526.353,
3881.385,ArrCl,AccFA 3881.385  |   ArrCl 3903.951,1,3,,664,11526.353,
3881.385,AccFA,,1,4,,664,11526.353,
3884.016,DepCl,AccSrv 3884.016,0,3,,664,11526.353,
3884.016,AccSrv,DepCl 3889.176,0,5,,664,11562.852,
3889.176,DepCl,AccSrv 3889.176,0,4,,664,11562.852,
3889.176,AccSrv,DepCl 3894.336,0,4,,664,11598.82,
3894.336,DepCl,AccSrv 3894.336,0,3,,664,11598.82,
3894.336,AccSrv,DepCl 3899.4958,0,3,,664,11631.461,
3899.4958,DepCl,AccSrv 3899.4958,0,2,,664,11631.461,
3899.4958,AccSrv,DepCl 3904.6558,0,2,,664,11650.715,
3903.951,ArrCl,AccFA 3903.951  |   ArrCl 3904.3286,1,4,,665,11650.715,
3903.951,AccFA,,1,1,,665,11650.715,
3904.3286,ArrCl,AccFA 3904.3286  |   ArrCl 3904.5652,1,1,,666,11650.715,
3904.3286,AccFA,,1,2,,666,11650.715,
3904.5652,ArrCl,AccFA 3904.5652  |   ArrCl 3905.522,1,2,,667,11650.715,
3904.5652,AccFA,,1,3,,667,11650.715,
3904.6558,DepCl,AccSrv 3904.6558,0,1,,667,11650.715,
3904.6558,AccSrv,DepCl 3909.8157,0,4,,667,11673.985,
3905.522,ArrCl,AccFA 3905.522  |   ArrCl 3908.1248,1,3,,668,11673.985,
3905.522,AccFA,,1,3,,668,11673.985,
3908.1248,ArrCl,AccFA 3908.1248  |   ArrCl 3927.747,1,3,,669,11673.985,
3908.1248,AccFA,,1,4,,669,11673.985,
3909.8157,DepCl,AccSrv 3909.8157,0,3,,669,11673.985,
3909.8157,AccSrv,DepCl 3914.9756,0,5,,669,11679.85,
3914.9756,DepCl,AccSrv 3914.9756,0,4,,669,11679.85,
3914.9756,AccSrv,DepCl 3920.1355,0,4,,669,11690.496,
3920.1355,DepCl,AccSrv 3920.1355,0,3,,669,11690.496,
3920.1355,AccSrv,DepCl 3925.2954,0,3,,669,11706.066,
3925.2954,DepCl,AccSrv 3925.2954,0,2,,669,11706.066,
3925.2954,AccSrv,DepCl 3930.4553,0,2,,669,11725.84,
3927.747,ArrCl,AccFA 3927.747  |   ArrCl 3934.893,1,4,,670,11725.84,
3927.747,AccFA,,1,1,,670,11725.84,
3930.4553,DepCl,AccSrv 3930.4553,0,1,,670,11725.84,
3930.4553,AccSrv,DepCl 3935.6152,0,2,,670,11748.17,
3934.893,ArrCl,AccFA 3934.893  |   ArrCl 3936.1619,1,1,,671,11748.17,
3934.893,AccFA,,1,1,,671,11748.17,
3935.6152,DepCl,AccSrv 3935.6152,0,1,,671,11748.17,
3935.6152,AccSrv,DepCl 3940.7751,0,2,,671,11756.038,
3936.1619,ArrCl,AccFA 3936.1619  |   ArrCl 3939.9033,1,1,,672,11756.038,
3936.1619,AccFA,,1,1,,672,11756.038,
3939.9033,ArrCl,AccFA 3939.9033  |   ArrCl 3941.9368,1,1,,673,11756.038,
3939.9033,AccFA,,1,2,,673,11756.038,
3940.7751,DepCl,AccSrv 3940.7751,0,1,,673,11756.038,
3940.7751,AccSrv,DepCl 3945.935,0,3,,673,11761.92,
3941.9368,ArrCl,AccFA 3941.9368  |   ArrCl 3943.9312,1,2,,674,11761.92,
3941.9368,AccFA,,1,2,,674,11761.92,
3943.9312,ArrCl,AccFA 3943.9312  |   ArrCl 3944.519,1,2,,675,11761.92,
3943.9312,AccFA,,1,3,,675,11761.92,
3944.519,ArrCl,AccFA 3944.519  |   ArrCl 3947.4167,1,3,,676,11761.92,
3944.519,AccFA,,1,4,,676,11761.92,
3945.935,DepCl,AccSrv 3945.935,0,2,,676,11761.92,
3945.935,AccSrv,DepCl 3951.095,0,5,,676,11771.693,
3947.4167,ArrCl,AccFA 3947.4167  |   ArrCl 3955.413,1,4,,677,11771.693,
3947.4167,AccFA,,1,4,,677,11771.693,
3951.095,DepCl,AccSrv 3951.095,0,4,,677,11771.693,
3951.095,AccSrv,DepCl 3956.255,0,5,,677,11782.885,
3955.413,ArrCl,AccFA 3955.413  |   ArrCl 3956.6648,1,4,,678,11782.885,
3955.413,AccFA,,1,4,,678,11782.885,
3956.255,DepCl,AccSrv 3956.255,0,4,,678,11782.885,
3956.255,AccSrv,DepCl 3961.4148,0,5,,678,11797.203,
3956.6648,ArrCl,AccFA 3956.6648  |   ArrCl 3967.6726,1,4,,679,11797.203,
3956.6648,AccFA,,1,4,,679,11797.203,
3961.4148,DepCl,AccSrv 3961.4148,0,4,,679,11797.203,
3961.4148,AccSrv,DepCl 3966.5747,0,5,,679,11814.687,
3966.5747,DepCl,AccSrv 3966.5747,0,4,,679,11814.687,
3966.5747,AccSrv,DepCl 3971.7346,0,4,,679,11836.742,
3967.6726,ArrCl,AccFA 3967.6726  |   ArrCl 3972.5752,1,4,,680,11836.742,
3967.6726,AccFA,,1,3,,680,11836.742,
3971.7346,DepCl,AccSrv 3971.7346,0,3,,680,11836.742,
3971.7346,AccSrv,DepCl 3976.8945,0,4,,680,11861.061,
3972.5752,ArrCl,AccFA 3972.5752  |   ArrCl 3978.3464,1,3,,681,11861.061,
3972.5752,AccFA,,1,3,,681,11861.061,
3976.8945,DepCl,AccSrv 3976.8945,0,3,,681,11861.061,
3976.8945,AccSrv,DepCl 3982.0544,0,4,,681,11882.542,
3978.3464,ArrCl,AccFA 3978.3464  |   ArrCl 3992.1248,1,3,,682,11882.542,
3978.3464,AccFA,,1,3,,682,11882.542,
3982.0544,DepCl,AccSrv 3982.0544,0,3,,682,11882.542,
3982.0544,AccSrv,DepCl 3987.2144,0,4,,682,11907.932,
3987.2144,DepCl,AccSrv 3987.2144,0,3,,682,11907.932,
3987.2144,AccSrv,DepCl 3992.3743,0,3,,682,11927.474,
3992.1248,ArrCl,AccFA 3992.1248  |   ArrCl 3999.9175,1,3,,683,11927.474,
3992.1248,AccFA,,1,2,,683,11927.474,
3992.3743,DepCl,AccSrv 3992.3743,0,2,,683,11927.474,
3992.3743,AccSrv,DepCl 3997.5342,0,3,,683,11947.272,
3997.5342,DepCl,AccSrv 3997.5342,0,2,,683,11947.272,
3997.5342,AccSrv,DepCl 4002.694,0,2,,683,11966.46,
3999.9175,ArrCl,AccFA 3999.9175  |   ArrCl 4001.2363,1,2,,684,11966.46,
3999.9175,AccFA,,1,1,,684,11966.46,
4001.2363,ArrCl,AccFA 4001.2363  |   ArrCl 4012.6687,1,1,,685,11966.46,
4001.2363,AccFA,,1,2,,685,11966.46,
4002.694,DepCl,AccSrv 4002.694,0,1,,685,11966.46,
4002.694,AccSrv,DepCl 4007.854,0,3,,685,11977.029,
4007.854,DepCl,AccSrv 4007.854,0,2,,685,11977.029,
4007.854,AccSrv,DepCl 4013.014,0,2,,685,11984.966,
4012.6687,ArrCl,AccFA 4012.6687  |   ArrCl 4013.6196,1,2,,686,11984.966,
4012.6687,AccFA,,1,1,,686,11984.966,
4013.014,DepCl,AccSrv 4013.014,0,1,,686,11984.966,
4013.014,AccSrv,DepCl 4018.1738,0,2,,686,11996.743,
4013.6196,ArrCl,AccFA 4013.6196  |   ArrCl 4033.9802,1,1,,687,11996.743,
4013.6196,AccFA,,1,1,,687,11996.743,
4018.1738,DepCl,AccSrv 4018.1738,0,1,,687,11996.743,
4018.1738,AccSrv,DepCl 4023.3337,0,2,,687,12002.248,
4023.3337,DepCl,AccSrv 4023.3337,0,1,,687,12002.248,
4023.3337,AccSrv,DepCl 4028.4937,0,1,,687,12011.962,
4028.4937,DepCl,,0,0,,687,12011.962,
4033.9802,ArrCl,AccFA 4033.9802  |   ArrCl 4036.6257,1,1,,688,12011.962,
4033.9802,AccFA,AccSrv 4033.9802,0,0,,688,12011.962,
4033.9802,AccSrv,DepCl 4039.1401,1,1,,688,12011.962,
4036.6257,ArrCl,AccFA 4036.6257  |   ArrCl 4042.5435,0,0,,689,12011.962,
4036.6257,AccFA,,1,0,,689,12011.962,
4039.1401,DepCl,AccSrv 4039.1401,0,0,,689,12011.962,
4039.1401,AccSrv,DepCl 4044.3,0,1,,689,12014.477,
4042.5435,ArrCl,AccFA 4042.5435  |   ArrCl 4044.3818,1,0,,690,12014.477,
4042.5435,AccFA,,1,0,,690,12014.477,
4044.3,DepCl,AccSrv 4044.3,0,0,,690,12014.477,
4044.3,AccSrv,DepCl 4049.46,0,1,,690,12016.233,
4044.3818,ArrCl,AccFA 4044.3818  |   ArrCl 4046.705,1,0,,691,12016.233,
4044.3818,AccFA,,1,0,,691,12016.233,
4046.705,ArrCl,AccFA 4046.705  |   ArrCl 4054.8318,1,0,,692,12016.233,
4046.705,AccFA,,1,1,,692,12016.233,
4049.46,DepCl,AccSrv 4049.46,0,0,,692,12016.233,
4049.46,AccSrv,DepCl 4054.6199,0,2,,692,12021.312,
4054.6199,DepCl,AccSrv 4054.6199,0,1,,692,12021.312,
4054.6199,AccSrv,DepCl 4059.7798,0,1,,692,12029.227,
4054.8318,ArrCl,AccFA 4054.8318  |   ArrCl 4058.2263,1,1,,693,12029.227,
4054.8318,AccFA,,1,0,,693,12029.227,
4058.2263,ArrCl,AccFA 4058.2263  |   ArrCl 4058.959,1,0,,694,12029.227,
4058.2263,AccFA,,1,1,,694,12029.227,
4058.959,ArrCl,AccFA 4058.959  |   ArrCl 4062.817,1,1,,695,12029.227,
4058.959,AccFA,,1,2,,695,12029.227,
4059.7798,DepCl,AccSrv 4059.7798,0,0,,695,12029.227,
4059.7798,AccSrv,DepCl 4064.9397,0,3,,695,12034.175,
4062.817,ArrCl,AccFA 4062.817  |   ArrCl 4065.074,1,2,,696,12034.175,
4062.817,AccFA,,1,2,,696,12034.175,
4064.9397,DepCl,AccSrv 4064.9397,0,2,,696,12034.175,
4064.9397,AccSrv,DepCl 4070.0996,0,3,,696,12040.889,
4065.074,ArrCl,AccFA 4065.074  |   ArrCl 4065.8289,1,2,,697,12040.889,
4065.074,AccFA,,1,2,,697,12040.889,
4065.8289,ArrCl,AccFA 4065.8289  |   ArrCl 4074.083,1,2,,698,12040.889,
4065.8289,AccFA,,1,3,,698,12040.889,
4070.0996,DepCl,AccSrv 4070.0996,0,2,,698,12040.889,
4070.0996,AccSrv,DepCl 4075.2595,0,4,,698,12052.029,
4074.083,ArrCl,AccFA 4074.083  |   ArrCl 4075.91,1,3,,699,12052.029,
4074.083,AccFA,,1,3,,699,12052.029,
4075.2595,DepCl,AccSrv 4075.2595,0,3,,699,12052.029,
4075.2595,AccSrv,DepCl 4080.4194,0,4,,699,12064.472,
4075.91,ArrCl,AccFA 4075.91  |   ArrCl 4076.6252,1,3,,700,12064.472,
4075.91,AccFA,,1,3,,700,12064.472,
4076.6252,ArrCl,AccFA 4076.6252  |   ArrCl 4078.7256,1,3,,701,12064.472,
4076.6252,AccFA,,1,4,,701,12064.472,
4078.7256,ArrCl,AccFA 4078.7256  |   ArrCl 4088.1262,1,4,,702,12064.472,
4078.7256,AccFA,,1,5,,702,12064.472,
4080.4194,DepCl,AccSrv 4080.4194,0,3,,702,12064.472,
4080.4194,AccSrv,DepCl 4085.5793,0,6,,702,12079.817,
4085.5793,DepCl,AccSrv 4085.5793,0,5,,702,12079.817,
4085.5793,AccSrv,DepCl 4090.7393,0,5,,702,12099.568,
4088.1262,ArrCl,AccFA 4088.1262  |   ArrCl 4088.3408,1,5,,703,12099.568,
4088.1262,AccFA,,1,4,,703,12099.568,
4088.3408,ArrCl,AccFA 4088.3408  |   ArrCl 4098.5947,1,4,,704,12099.568,
4088.3408,AccFA,,1,5,,704,12099.568,
4090.7393,DepCl,AccSrv 4090.7393,0,4,,704,12099.568,
4090.7393,AccSrv,DepCl 4095.8992,0,6,,704,12116.225,
4095.8992,DepCl,AccSrv 4095.8992,0,5,,704,12116.225,
4095.8992,AccSrv,DepCl 4101.059,0,5,,704,12136.214,
4098.5947,ArrCl,AccFA 4098.5947  |   ArrCl 4109.695,1,5,,705,12136.214,
4098.5947,AccFA,,1,4,,705,12136.214,
4101.059,DepCl,AccSrv 4101.059,0,4,,705,12136.214,
4101.059,AccSrv,DepCl 4106.219,0,5,,705,12160.647,
4106.219,DepCl,AccSrv 4106.219,0,4,,705,12160.647,
4106.219,AccSrv,DepCl 4111.3794,0,4,,705,12188.141,
4109.695,ArrCl,AccFA 4109.695  |   ArrCl 4120.7075,1,4,,706,12188.141,
4109.695,AccFA,,1,3,,706,12188.141,
4111.3794,DepCl,AccSrv 4111.3794,0,3,,706,12188.141,
4111.3794,AccSrv,DepCl 4116.5396,0,4,,706,12211.394,
4116.5396,DepCl,AccSrv 4116.5396,0,3,,706,12211.394,
4116.5396,AccSrv,DepCl 4121.6997,0,3,,706,12239.592,
4120.7075,ArrCl,AccFA 4120.7075  |   ArrCl 4133.915,1,3,,707,12239.592,
4120.7075,AccFA,,1,2,,707,12239.592,
4121.6997,DepCl,AccSrv 4121.6997,0,2,,707,12239.592,
4121.6997,AccSrv,DepCl 4126.86,0,3,,707,12262.697,
4126.86,DepCl,AccSrv 4126.86,0,2,,707,12262.697,
4126.86,AccSrv,DepCl 4132.02,0,2,,707,12279.862,
4132.02,DepCl,AccSrv 4132.02,0,1,,707,12279.862,
4132.02,AccSrv,DepCl 4137.18,0,1,,707,12291.175,
4133.915,ArrCl,AccFA 4133.915  |   ArrCl 4134.3687,1,2,,708,12291.175,
4133.915,AccFA,,1,0,,708,12291.175,
4134.3687,ArrCl,AccFA 4134.3687  |   ArrCl 4143.707,1,0,,709,12291.175,
4134.3687,AccFA,,1,1,,709,12291.175,
4137.18,DepCl,AccSrv 4137.18,0,0,,709,12291.175,
4137.18,AccSrv,DepCl 4142.3403,0,2,,709,12294.439,
4142.3403,DepCl,AccSrv 4142.3403,0,1,,709,12294.439,
4142.3403,AccSrv,DepCl 4147.5005,0,1,,709,12302.411,
4143.707,ArrCl,AccFA 4143.707  |   ArrCl 4146.516,1,1,,710,12302.411,
4143.707,AccFA,,1,0,,710,12302.411,
4146.516,ArrCl,AccFA 4146.516  |   ArrCl 4155.9424,1,0,,711,12302.411,
4146.516,AccFA,,1,1,,711,12302.411,
4147.5005,DepCl,AccSrv 4147.5005,0,0,,711,12302.411,
4147.5005,AccSrv,DepCl 4152.6606,0,2,,711,12306.205,
4152.6606,DepCl,AccSrv 4152.6606,0,1,,711,12306.205,
4152.6606,AccSrv,DepCl 4157.821,0,1,,711,12312.35,
4155.9424,ArrCl,AccFA 4155.9424  |   ArrCl 4169.4736,1,1,,712,12312.35,
4155.9424,AccFA,,1,0,,712,12312.35,
4157.821,DepCl,AccSrv 4157.821,0,0,,712,12312.35,
4157.821,AccSrv,DepCl 4162.981,0,1,,712,12314.229,
4162.981,DepCl,,0,0,,712,12314.229,
4169.4736,ArrCl,AccFA 4169.4736  |   ArrCl 4172.5605,1,0,,713,12314.229,
4169.4736,AccFA,AccSrv 4169.4736,0,0,,713,12314.229,
4169.4736,AccSrv,DepCl 4174.634,1,1,,713,12314.229,
4172.5605,ArrCl,AccFA 4172.5605  |   ArrCl 4175.933,0,0,,714,12314.229,
4172.5605,AccFA,,1,0,,714,12314.229,
4174.634,DepCl,AccSrv 4174.634,0,0,,714,12314.229,
4174.634,AccSrv,DepCl 4179.794,0,1,,714,12316.302,
4175.933,ArrCl,AccFA 4175.933  |   ArrCl 4176.6157,1,0,,715,12316.302,
4175.933,AccFA,,1,0,,715,12316.302,
4176.6157,ArrCl,AccFA 4176.6157  |   ArrCl 4176.6514,1,0,,716,12316.302,
4176.6157,AccFA,,1,1,,716,12316.302,
4176.6514,ArrCl,AccFA 4176.6514  |   ArrCl 4183.171,1,1,,717,12316.302,
4176.6514,AccFA,,1,2,,717,12316.302,
4179.794,DepCl,AccSrv 4179.794,0,0,,717,12316.302,
4179.794,AccSrv,DepCl 4184.954,0,3,,717,12320.162,
4183.171,ArrCl,AccFA 4183.171  |   ArrCl 4184.7183,1,2,,718,12320.162,
4183.171,AccFA,,1,2,,718,12320.162,
4184.7183,ArrCl,AccFA 4184.7183  |   ArrCl 4189.8545,1,2,,719,12320.162,
4184.7183,AccFA,,1,3,,719,12320.162,
4184.954,DepCl,AccSrv 4184.954,0,2,,719,12320.162,
4184.954,AccSrv,DepCl 4190.1143,0,4,,719,12328.5,
4189.8545,ArrCl,AccFA 4189.8545  |   ArrCl 4202.1978,1,3,,720,12328.5,
4189.8545,AccFA,,1,3,,720,12328.5,
4190.1143,DepCl,AccSrv 4190.1143,0,3,,720,12328.5,
4190.1143,AccSrv,DepCl 4195.2744,0,4,,720,12341.963,
4195.2744,DepCl,AccSrv 4195.2744,0,3,,720,12341.963,
4195.2744,AccSrv,DepCl 4200.4346,0,3,,720,12354.066,
4200.4346,DepCl,AccSrv 4200.4346,0,2,,720,12354.066,
4200.4346,AccSrv,DepCl 4205.5947,0,2,,720,12369.783,
4202.1978,ArrCl,AccFA 4202.1978  |   ArrCl 4213.098,1,3,,721,12369.783,
4202.1978,AccFA,,1,1,,721,12369.783,
4205.5947,DepCl,AccSrv 4205.5947,0,1,,721,12369.783,
4205.5947,AccSrv,DepCl 4210.755,0,2,,721,12385.523,
4210.755,DepCl,AccSrv 4210.755,0,1,,721,12385.523,
4210.755,AccSrv,DepCl 4215.915,0,1,,721,12394.08,
4213.098,ArrCl,AccFA 4213.098  |   ArrCl 4213.564,1,1,,722,12394.08,
4213.098,AccFA,,1,0,,722,12394.08,
4213.564,ArrCl,AccFA 4213.564  |   ArrCl 4213.8623,1,0,,723,12394.08,
4213.564,AccFA,,1,1,,723,12394.08,
4213.8623,ArrCl,AccFA 4213.8623  |   ArrCl 4223.7783,1,1,,724,12394.08,
4213.8623,AccFA,,1,2,,724,12394.08,
4215.915,DepCl,AccSrv 4215.915,0,0,,724,12394.08,
4215.915,AccSrv,DepCl 4221.075,0,3,,724,12396.896,
4221.075,DepCl,AccSrv 4221.075,0,2,,724,12396.896,
4221.075,AccSrv,DepCl 4226.2354,0,2,,724,12404.408,
4223.7783,ArrCl,AccFA 4223.7783  |   ArrCl 4234.763,1,2,,725,12404.408,
4223.7783,AccFA,,1,1,,725,12404.408,
4226.2354,DepCl,AccSrv 4226.2354,0,1,,725,12404.408,
4226.2354,AccSrv,DepCl 4231.3955,0,2,,725,12416.781,
4231.3955,DepCl,AccSrv 4231.3955,0,1,,725,12416.781,
4231.3955,AccSrv,DepCl 4236.5557,0,1,,725,12424.398,
4234.763,ArrCl,AccFA 4234.763  |   ArrCl 4238.7515,1,1,,726,12424.398,
4234.763,AccFA,,1,0,,726,12424.398,
4236.5557,DepCl,AccSrv 4236.5557,0,0,,726,12424.398,
4236.5557,AccSrv,DepCl 4241.716,0,1,,726,12426.191,
4238.7515,ArrCl,AccFA 4238.7515  |   ArrCl 4249.382,1,0,,727,12426.191,
4238.7515,AccFA,,1,0,,727,12426.191,
4241.716,DepCl,AccSrv 4241.716,0,0,,727,12426.191,
4241.716,AccSrv,DepCl 4246.876,0,1,,727,12429.156,
4246.876,DepCl,,0,0,,727,12429.156,
4249.382,ArrCl,AccFA 4249.382  |   ArrCl 4249.9697,1,0,,728,12429.156,
4249.382,AccFA,AccSrv 4249.382,0,0,,728,12429.156,
4249.382,AccSrv,DepCl 4254.542,1,1,,728,12429.156,
4249.9697,ArrCl,AccFA 4249.9697  |   ArrCl 4251.4673,0,0,,729,12429.156,
4249.9697,AccFA,,1,0,,729,12429.156,
4251.4673,ArrCl,AccFA 4251.4673  |   ArrCl 4252.2666,1,0,,730,12429.156,
4251.4673,AccFA,,1,1,,730,12429.156,
4252.2666,ArrCl,AccFA 4252.2666  |   ArrCl 4259.0767,1,1,,731,12429.156,
4252.2666,AccFA,,1,2,,731,12429.156,
4254.542,DepCl,AccSrv 4254.542,0,0,,731,12429.156,
4254.542,AccSrv,DepCl 4259.702,0,3,,731,12433.729,
4259.0767,ArrCl,AccFA 4259.0767  |   ArrCl 4261.138,1,2,,732,12433.729,
4259.0767,AccFA,,1,2,,732,12433.729,
4259.702,DepCl,AccSrv 4259.702,0,2,,732,12433.729,
4259.702,AccSrv,DepCl 4264.8623,0,3,,732,12441.963,
4261.138,ArrCl,AccFA 4261.138  |   ArrCl 4275.2383,1,2,,733,12441.963,
4261.138,AccFA,,1,2,,733,12441.963,
4264.8623,DepCl,AccSrv 4264.8623,0,2,,733,12441.963,
4264.8623,AccSrv,DepCl 4270.0225,0,3,,733,12454.559,
4270.0225,DepCl,AccSrv 4270.0225,0,2,,733,12454.559,
4270.0225,AccSrv,DepCl 4275.1826,0,2,,733,12465.504,
4275.1826,DepCl,AccSrv 4275.1826,0,1,,733,12465.504,
4275.1826,AccSrv,DepCl 4280.343,0,1,,733,12479.549,
4275.2383,ArrCl,AccFA 4275.2383  |   ArrCl 4279.113,1,2,,734,12479.549,
4275.2383,AccFA,,1,0,,734,12479.549,
4279.113,ArrCl,AccFA 4279.113  |   ArrCl 4279.3545,1,0,,735,12479.549,
4279.113,AccFA,,1,1,,735,12479.549,
4279.3545,ArrCl,AccFA 4279.3545  |   ArrCl 4285.5576,1,1,,736,12479.549,
4279.3545,AccFA,,1,2,,736,12479.549,
4280.343,DepCl,AccSrv 4280.343,0,0,,736,12479.549,
4280.343,AccSrv,DepCl 4285.503,0,3,,736,12484.653,
4285.503,DepCl,AccSrv 4285.503,0,2,,736,12484.653,
4285.503,AccSrv,DepCl 4290.663,0,2,,736,12491.043,
4285.5576,ArrCl,AccFA 4285.5576  |   ArrCl 4287.1553,1,2,,737,12491.043,
4285.5576,AccFA,,1,1,,737,12491.043,
4287.1553,ArrCl,AccFA 4287.1553  |   ArrCl 4292.1035,1,1,,738,12491.043,
4287.1553,AccFA,,1,2,,738,12491.043,
4290.663,DepCl,AccSrv 4290.663,0,1,,738,12491.043,
4290.663,AccSrv,DepCl 4295.823,0,3,,738,12502.352,
4292.1035,ArrCl,AccFA 4292.1035  |   ArrCl 4302.04,1,2,,739,12502.352,
4292.1035,AccFA,,1,2,,739,12502.352,
4295.823,DepCl,AccSrv 4295.823,0,2,,739,12502.352,
4295.823,AccSrv,DepCl 4300.9834,0,3,,739,12512.617,
4300.9834,DepCl,AccSrv 4300.9834,0,2,,739,12512.617,
4300.9834,AccSrv,DepCl 4306.1436,0,2,,739,12526.445,
4302.04,ArrCl,AccFA 4302.04  |   ArrCl 4305.044,1,2,,740,12526.445,
4302.04,AccFA,,1,1,,740,12526.445,
4305.044,ArrCl,AccFA 4305.044  |   ArrCl 4310.7944,1,1,,741,12526.445,
4305.044,AccFA,,1,2,,741,12526.445,
4306.1436,DepCl,AccSrv 4306.1436,0,1,,741,12526.445,
4306.1436,AccSrv,DepCl 4311.3037,0,3,,741,12540.485,
4310.7944,ArrCl,AccFA 4310.7944  |   ArrCl 4317.371,1,2,,742,12540.485,
4310.7944,AccFA,,1,2,,742,12540.485,
4311.3037,DepCl,AccSrv 4311.3037,0,2,,742,12540.485,
4311.3037,AccSrv,DepCl 4316.464,0,3,,742,12549.749,
4316.464,DepCl,AccSrv 4316.464,0,2,,742,12549.749,
4316.464,AccSrv,DepCl 4321.624,0,2,,742,12561.169,
4317.371,ArrCl,AccFA 4317.371  |   ArrCl 4319.288,1,2,,743,12561.169,
4317.371,AccFA,,1,1,,743,12561.169,
4319.288,ArrCl,AccFA 4319.288  |   ArrCl 4320.781,1,1,,744,12561.169,
4319.288,AccFA,,1,2,,744,12561.169,
4320.781,ArrCl,AccFA 4320.781  |   ArrCl 4323.6562,1,2,,745,12561.169,
4320.781,AccFA,,1,3,,745,12561.169,
4321.624,DepCl,AccSrv 4321.624,0,1,,745,12561.169,
4321.624,AccSrv,DepCl 4326.784,0,4,,745,12571.998,
